username: VETON - user score :Lost score is 0 play time: Fri Dec 29 2023 16:36:09 GMT+0100 (centraleuropeisk normaltid) 
username: VETON - user score :100 play time: Fri Dec 29 2023 16:43:38 GMT+0100 (centraleuropeisk normaltid) 
